,train,val,test
360,K2302461-9 10#1,,
361,K2304019-7 8#9,,
362,K2304019-21 22#9,,
363,K2302614-19 20#4,,
364,K2303776-9 10#4,,
365,K2301905-5 6#9,,
366,K2303552-11 12#6,,
367,B2347868-1#13,,
368,K2302983-40#2,,
369,K2302807-3 4#2,,
370,K2304306-9 10#14,,
371,K2304642-5 6#2,,
372,K2303342-7%HE#9,,
373,K2305177-7 8#2,,
374,K2303942-13 14#4,,
375,S2308524-27 #4,,
376,K2303851-11 12#4,,
377,B2341994-1#11,,
378,K2302452-7 8#1,,
379,S2307564-29 30#6,,
380,K2302878-11 12#1,,
381,S2308524-29 30#4,,
382,K2302680-15 16#2,,
383,K2302013-9 10#1,,
384,K2303342-3 4#9,,
385,K2300766-3 4#10,,
386,S2308524-35 36#4,,
387,K2302536-13 14#1,,
388,K2303800-5 6#5,,
389,K2302461-11 12#1,,
390,K2303264-13 14#10,,
391,K2302680-13 14#2,,
392,S2308752-17 18#4,,
393,K2301828-5 6#9,,
394,K2303552-9 10#6,,
395,K2302452-3 4#1,,
396,K2304019-1 2#9,,
397,K2304019-11 12#9,,
398,K2304642- 4-HE#14,,
399,K2303259-9 10#10,,
400,K2304642-3 4#2,,
401,K2301896-17 18#9,,
402,K2305177-5 6#11,,
403,K2302536-5 6#1,,
404,K2302344-7 8#2,,
405,K2303014-13 14#1,,
406,K2302614-21 #4,,
407,K2301828-3 4#9,,
408,K2303264-11 12#10,,
409,K2304814-11 12#6,,
410,K2303800-7 8#5,,
411,K2203437-13 14#11,,
412,K2304642-9 10#14,,
413,S2308524-39 40#4,,
414,K2302536-3 4#1,,
415,HZ234314-HE#5,,
416,K2302452-5 6#1,,
417,B2346277-2#13,,
418,K2302680-7 8#4,,
419,K2303517-3 4#7,,
420,K2302867-3 4#1,,
421,K2303166-13 %HE#10,,
422,"K2103911-5,6#14",,
423,K2302867-7 8#1,,
424,K2302461-7 8#1,,
425,K2304642- 5-HE#2,,
426,S2307564-25 26#6,,
427,K2302344-11 12#2,,
428,K2301828-9 10#9,,
429,K2303270-7 8#10,,
430,K2302983-19 20#2,,
431,K2302983-38 39#2,,
432,K2302461-13 14#1,,
433,K2304406-9 10#15,,
434,K2302983-21 22#2,,
435,K2304078-5 6#9,,
436,K2304019-5 6#9,,
437,B2345897-1#13,,
438,K2304019-9 10#9,,
439,K2302503-5 6#1,,
440,S2308524-37 38#4,,
441,K2303552-15 16#6,,
442,S2307564-27 28#6,,
443,K2305177-1 2#7,,
444,K2304306-9 10#9,,
445,K2304019-3 4#9,,
446,K2303014-17 18#2,,
447,K2302878-9 10#1,,
448,S2308752-19 20#4,,
449,K2303977-9 10#4,,
450,S2308524-27 28#4,,
451,K2303342-5 6#9,,
452,K2302983-23 24#2,,
453,K2304642-3 4#14,,
454,K2302013-3 4#1,,
455,K2305177-5 6#2,,
456,K2302536-1 2#1,,
457,K2304642-7 8#14,,
458,K2302878-7 8#1,,
459,K2305177-3 4#11,,
460,K2303166-7 8#10,,
461,K2302013-5 6#1,,
462,K2303977-11 12#4,,
463,K2303264-9 10#10,,
464,K2304642-5 6#14,,
465,K2203437-15 16#11,,
466,K2305177-1 2#2,,
467,K2302680-9 10#4,,
468,K2303264-5 6#10,,
469,K2303166-9 10#10,,
470,K2302807-9 10#2,,
471,K2301828-7 8#9,,
472,K2303517-9 10#7,,
