,train,val,test
121,K2203698-5 6#11_8,,
122,K2302105-9 10#7_5,,
123,"K2103031-3,4#14_24",,
124,K2302105-15 16#7_2,,
125,K2202988-5 6#11_32,,
126,K2302388-21 22#2_1,,
127,K2302000-7 8#9_3,,
128,K2203698-9 10#11_10,,
129,K2301849-13 14#9_14,,
130,K2201945-9 10#12_4,,
131,B2318573-2 #11_17,,
132,K2302366-9 10#2_12,,
133,K2302100-1 2#1_27,,
134,K2201945-15 16#12_1,,
135,K2302495-1 2#9_6,,
136,K2302260-9 10#2_26,,
137,K2203698-1 2#11_6,,
138,K2302344-13 14#2_17,,
139,K2302639-7 8#4_14,,
140,K2302461-5 6#1_24,,
141,K2302639-5 6#4_15,,
142,K2300766-3 4#10_17,,
143,K2302216-5 6#6_5,,
144,K2303558-15 16#7_12,,
145,K2302867-9 10#1_5,,
146,K2302680-9 10#4_1,,
147,K2303061-13 14#15_32,,
148,K2302879-7 8#1_17,,
149,K2302878-13 14#1_15,,
150,K2303061-19#7_30,,
151,K2302867-3 4#1_2,,
152,K2302983-21 22#2_5,,
153,K2303061-17 18#15_34,,
154,K2303061-19#2_11,,
155,K2302885-7 8#1_20,,
156,K2303517-5 6#7_27,,
157,K2302879-9 10#1_18,,
158,K2303552-13 14#6_32,,
159,K2303782-5 6#4_4,,
160,K2303429-3 4#9_12,,
161,K2302878-9 10#1_13,,
162,K2303014-19 20#2_2,,
163,K2302755-5 6#2_30,,
164,K2302983-19 20#2_4,,
165,K2303773-23 24#4_8,,
166,K2303061-15 16#7_32,,
167,K2303014-15 16#1_34,,
168,K2303061-11 12#7_34,,
169,K2303773-29 30#4_25,,
170,K2302680-13 14#2_33,,
171,K2302867-7 8#1_4,,
172,K2302983-1 2#2_10,,
173,K2303061-9 10#9_1,,
174,K2303342-7%HE#9_32,,
175,K2303014-17 18#2_1,,
176,K2303773-17 18#4_18,,
177,K2302807-3 4#2_15,,
178,K2302983-36 37#2_8,,
179,"K2103031-5,6#14_23",,
180,K2303270-11 12#10_7,,
181,K2302885-5 6#1_19,,
182,K2303773-19 20#4_17,,
183,K2303773-25 26#4_15,,
184,K2302878-11 12#1_14,,
185,K2303342-5 6#9_31,,
186,K2303773-25 26#4_7,,
187,K2302755-11 12#2_27,,
188,K2303061-13 14#7_33,,
189,K2302983-38 39#2_9,,
190,K2302879-5 6#1_16,,
191,K2303773-21 22#4_17,,
192,K2303773-27 28#4_14,,
193,K2303061-15 16#15_33,,
194,K2303552-15 16#6_31,,
195,K2303773-21 22#4_9,,
196,K2303259-9 10#10_17,,
197,K2303429-10 %HE#9_6,,
198,K2303014-13 14#1_33,,
199,K2303166-13 %HE#10_26,,
200,K2302807-5 6#2_14,,
201,K2302755-13 14#2_26,,
202,K2302680-11 12#2_34,,
203,K2302807-9 10#2_12,,
204,K2303517-3 4#7_28,,
205,K2303270-9 10#10_8,,
206,K2303773-23 24#4_16,,
207,K2302867-5 6#1_3,,
208,K2303259-1 2#10_21,,
209,K2302878-7 8#1_12,,
210,K2303166-13 14#10_27,,
211,K2303270-7 8#10_9,,
212,K2303776-5 6#4_4,,
213,K2302755-9 10#2_28,,
214,K2303517-9 10#7_25,,
215,K2302867-1 2#1_1,,
216,K2302680-17 18#2_31,,
217,K2303773-19 20#4_18,,
218,K2303773-17 18#4_19,,
219,K2303773-31 32#4_5,,
220,K2302680-15 16#2_32,,
221,K2302983-23 24#2_6,,
222,K2303545-7 8#7_18,,
223,K2303014-11 12#1_32,,
224,K2302680-7 8#4_2,,
225,K2302983-40#2_7,,
226,K2303061-11 12#15_31,,
227,K2302807-7 8#2_13,,
228,K2303259-5 6#10_19,,
