,train,val,test
52,B2341317-1#11_30,,
53,K2201945-7 8#12_5,,
54,K2302139-3 4#6_29,,
55,K2201945-13 14#12_2,,
56,K2302388-19 20#2_2,,
57,K2202988-3 4#11_33,,
58,K2202988-1 2#11_34,,
59,K2200642-5 6#12_21,,
60,K2302139-5 6#6_28,,
61,K2302366-5 6#2_14,,
62,K2302216-3 4#6_6,,
63,K2302494-9 10#1_18,,
64,K2302013-5 6#1_30,,
65,K2200642-7 8#12_20,,
66,K2302536-13 14#1_1,,
67,K2301896-11 12#9_11,,
68,HZ234043-120  -HE#14_22,,
69,K2301846-25 26#9_23,,
70,K2302215-1 2#6_13,,
71,K2202988-7 8#11_31,,
72,K2201945-11 12#12_3,,
73,K2302495-1 2#1_13,,
74,K2201945-3 4#12_7,,
75,K2302216-11 12#6_4,,
76,B2404461-1#13_21,,
77,B2337974-3#11_18,,
78,K2203698-11 12#11_11,,
79,K2302000-5 6#9_4,,
80,K2201945-5 6#12_6,,
81,K2302182-19 20#6_14,,
82,K2302536-11 12#1_2,,
83,K2203698-13 14#11_12,,
84,K2302503-11 12#1_8,,
85,K2302182-15 16#6_16,,
86,K2302139-21 22#6_24,,
87,K2302614-21#4_18,,
88,K2302215-3 4#6_12,,
89,K2302105-7 8#7_6,,
90,K2301896-13 14#9_12,,
91,K2202988-9 10#11_30,,
92,K2300418-7 8#11_28,,
93,K2302105-13 14#7_3,,
94,K2302013-7 8#1_29,,
95,K2302100-5 6#1_25,,
96,K2301828-9 10#9_26,,
97,B2341994-1#11_33,,
98,K2302503-7 8#1_10,,
99,K2302344-11 12#2_18,,
100,B2340214-3#11_28,,
101,K2302182-17 18#6_15,,
102,"K2103669-5,6#14_8",,
103,K2301846-21 22#9_21,,
104,K2302388-17 18#2_3,,
105,K2302495-5 6#9_4,,
106,K2302215-7 8#6_10,,
107,K2301905-7 8#9_7,,
108,K2203698-3 4#11_7,,
109,K2302388-15 16#2_4,,
110,K2301905-11 12#9_5,,
111,K2301828-3 4#9_29,,
112,B2339536-1#11_24,,
113,K2302100-7 8#1_24,,
114,K2302366-3 4#2_15,,
115,K2301846-29 30#9_24,,
116,"K2103669-1,2#14_10",,
117,K2302260-7 8#2_27,,
118,K2302461-7 8#1_23,,
119,K2301846-27 28#9_25,,
120,K2302639-9 10#4_13,,
121,K2301828-5 6#9_28,,
122,K2203698-5 6#11_8,,
123,K2302614-15 16#4_21,,
124,K2302105-9 10#7_5,,
125,"K2103669-3,4#14_9",,
126,K2302105-15 16#7_2,,
127,K2202988-5 6#11_32,,
128,K2302388-21 22#2_1,,
129,K2302000-7 8#9_3,,
130,K2203698-9 10#11_10,,
131,K2201945-9 10#12_4,,
132,B2318573-2 #11_17,,
133,K2302366-9 10#2_12,,
134,K2302100-1 2#1_27,,
135,K2201945-15 16#12_1,,
136,K2302495-1 2#9_6,,
137,K2302260-9 10#2_26,,
138,K2102463#14_4,,
139,K2302614-19 20#4_19,,
140,K2203698-1 2#11_6,,
141,K2302344-13 14#2_17,,
142,K2302639-7 8#4_14,,
143,K2302461-5 6#1_24,,
144,K2302639-5 6#4_15,,
145,K2102463#14_8,,
146,K2300766-3 4#10_17,,
147,K2302216-5 6#6_5,,
148,K2301905-9 10#9_6,,
149,K2303558-15 16#7_12,,
150,K2302867-9 10#1_5,,
151,K2303061-13 14#15_32,,
152,K2302879-7 8#1_17,,
153,K2303640-3 4#4_23,,
154,K2303061-19#7_30,,
155,K2302867-3 4#1_2,,
156,K2302983-21 22#2_5,,
157,K2303061-17 18#15_34,,
158,K2303061-19#2_11,,
159,K2302885-7 8#1_20,,
160,K2303517-5 6#7_27,,
161,K2302879-9 10#1_18,,
162,"K2103911-5,6#9_31",,
163,K2302760-13 14#2_20,,
164,K2303552-13 14#6_32,,
165,K2303782-5 6#4_4,,
166,K2303429-3 4#9_12,,
167,K2302755-5 6#2_30,,
168,K2302983-19 20#2_4,,
169,K2303264-13 14#10_12,,
170,K2303061-15 16#7_32,,
171,K2303061-11 12#7_34,,
172,K2302867-7 8#1_4,,
173,K2302760-3 4#2_25,,
174,K2302983-1 2#2_10,,
175,K2303264-11 12#10_13,,
176,K2302760-11 12#2_21,,
177,K2303061-9 10#9_1,,
178,K2303342-7%HE#9_32,,
179,K2303264-9 10#10_14,,
180,B2343929-4#13_11,,
181,K2302983-36 37#2_8,,
182,K2302760-7 8#2_23,,
183,K2303270-11 12#10_7,,
184,K2302885-5 6#1_19,,
185,K2303640-9 10#4_31,,
186,K2302760-5 6#2_24,,
187,K2303342-5 6#9_31,,
188,K2303264-5 6#10_16,,
189,K2302755-11 12#2_27,,
190,K2303061-13 14#7_33,,
191,"K2103911-5,6#14_1",,
192,K2302983-38 39#2_9,,
193,K2302879-5 6#1_16,,
194,K2303061-15 16#15_33,,
195,K2303552-15 16#6_31,,
196,K2303259-9 10#10_17,,
197,B2343929-1  2  3-HE#13_9,,
198,K2303429-10 %HE#9_6,,
199,K2303166-13 %HE#10_26,,
200,K2302755-13 14#2_26,,
201,K2303517-3 4#7_28,,
202,K2303270-9 10#10_8,,
203,K2302867-5 6#1_3,,
204,K2303259-1 2#10_21,,
205,K2303166-13 14#10_27,,
206,K2303270-7 8#10_9,,
207,K2303776-5 6#4_4,,
208,K2302755-9 10#2_28,,
209,K2303517-9 10#7_25,,
210,K2302867-1 2#1_1,,
211,"K2103669-7,8#14_7",,
212,K2303264-15 16#10_11,,
213,K2303640-5 6#4_33,,
214,K2303640-3 4#4_34,,
215,K2303640-7 8#4_21,,
216,HZ234314-HE#5_13,,
217,K2302983-23 24#2_6,,
218,K2303545-7 8#7_18,,
219,K2302983-40#2_7,,
220,K2303061-11 12#15_31,,
221,K2303640-7 8#4_32,,
222,K2303259-5 6#10_19,,
