,train,val,test
171,K2302680-13 14#2_33,,
172,K2302760-3 4#2_25,,
173,K2302983-1 2#2_10,,
174,K2303264-11 12#10_13,,
175,K2302760-11 12#2_21,,
176,K2303061-9 10#9_1,,
177,K2303342-7%HE#9_32,,
178,K2303264-9 10#10_14,,
179,K2303773-17 18#4_18,,
180,K2302807-3 4#2_15,,
181,K2302983-36 37#2_8,,
182,K2302760-7 8#2_23,,
183,K2303270-11 12#10_7,,
184,K2303773-19 20#4_17,,
185,K2302760-5 6#2_24,,
186,K2303773-25 26#4_15,,
187,K2303342-5 6#9_31,,
188,K2303264-5 6#10_16,,
189,K2303773-25 26#4_7,,
190,K2302755-11 12#2_27,,
191,K2303061-13 14#7_33,,
192,"K2103911-5,6#14_1",,
193,K2302983-38 39#2_9,,
194,K2302879-5 6#1_16,,
195,K2303773-21 22#4_17,,
196,K2303773-27 28#4_14,,
197,K2303061-15 16#15_33,,
198,K2303552-15 16#6_31,,
199,K2303773-21 22#4_9,,
200,K2303259-9 10#10_17,,
201,K2303429-10 %HE#9_6,,
202,K2303166-13 %HE#10_26,,
203,K2302807-5 6#2_14,,
204,K2302755-13 14#2_26,,
205,K2302680-11 12#2_34,,
206,K2302807-9 10#2_12,,
207,K2303517-3 4#7_28,,
208,K2303270-9 10#10_8,,
209,K2303773-23 24#4_16,,
210,K2303259-1 2#10_21,,
211,K2303166-13 14#10_27,,
212,K2303270-7 8#10_9,,
213,K2303776-5 6#4_4,,
214,K2302755-9 10#2_28,,
215,K2303517-9 10#7_25,,
216,"K2103669-7,8#14_7",,
217,K2303264-15 16#10_11,,
218,K2302680-17 18#2_31,,
219,K2303773-19 20#4_18,,
220,K2303773-17 18#4_19,,
221,K2303773-31 32#4_5,,
222,K2302680-15 16#2_32,,
223,HZ234314-HE#5_13,,
224,K2302983-23 24#2_6,,
225,K2303545-7 8#7_18,,
226,K2302680-7 8#4_2,,
227,K2302983-40#2_7,,
228,K2303061-11 12#15_31,,
229,K2302807-7 8#2_13,,
230,K2303259-5 6#10_19,,
