,train,val,test
334,K2400074-9 10#12,,
335,K2400074-7 8#12,,
336,K2400074-11 12#12,,
337,K2400074-1 2#12,,
338,K2400074-3 4#12,,
339,K2400179-11 12#14,,
340,K2400179-9 10#14,,
341,K2400179-5 6#1,,
342,K2400179-7 8#14,,
343,K2400735-7 8#14,,
344,K2400735-5 6#14,,
345,K2400735-17 18#14,,
346,K2400735-9 10#14,,
347,K2400735-15 16#14,,
348,K2400735-13 14#14,,
349,K2400735-11 12#14,,
350,K2400889-5 6#14,,
351,K2400889-11 12#14,,
352,K2400889-17 18#14,,
353,K2400889-13 14#14,,
354,K2400889-19 20#14,,
355,K2400889-15 16#14,,
356,K2400889-3 4#14,,
357,K2400889-9 10#14,,
358,K2400889-7 8#14,,
359,K2401798-13 14#9,,
360,K2401798-17 18-HE#9,,
361,K2401798-15 16#9,,
362,K2401798-9 10#9,,
363,K2401798-7 8#9,,
364,K2401904-13 14#9,,
365,K2401904-9 10#9,,
366,K2401904-11 12#9,,
367,K2401904-15 16#9,,
368,S2034127#9,,
369,S2034127#7,,
370,S2306913-13 14#6,,
371,S2306913-11 12#6,,
372,S2306913-7 8#6,,
373,S2306913-5 6#6,,
374,S2306913-9 10#6,,
375,S2306913-3 4#6,,
376,S2311210-1 2#2,,
377,S2311210-2 #2,,
378,S2314036-15 16#2,,
379,S2314036-9 10#2,,
380,S2314036-5 6#2,,
381,S2314036-13 14#2,,
382,S2314036-11 12#2,,
383,S2314036-17 18#2,,
384,S2314036-7 8#2,,
385,B2341994-1#11,,
386,B2342006-1#13,,
387,B2345897-1#13,,
388,B2346277-2#13,,
389,B2347868-1#13,,
390,B2348252-1#13,,
391,HZ234043-120  -HE#14,,
392,HZ234314-HE#5,,
393,K2102463#14,,
394,"K2103911-5,6#9",,
395,"K2103911-5,6#14",,
396,K2300766-3 4#10,,
397,K2301828-5 6#9,,
398,K2301828-3 4#9,,
399,K2301828-7 8#9,,
400,K2301828-9 10#9,,
401,K2301896-13 14#9,,
402,K2301896-11 12#9,,
403,K2301896-15 16#9,,
404,K2301896-17 18#9,,
405,K2301905-7 8#9,,
406,K2301905-11 12#9,,
407,K2301905-5 6#9,,
408,K2301905-9 10#9,,
409,K2302013-5 6#1,,
410,K2302013-3 4#1,,
411,K2302013-7 8#1,,
412,K2302013-9 10#1,,
413,K2302182-15 16#6,,
414,K2302182-19 20#6,,
415,K2302182-17 18#6,,
416,K2302182-11 12#6,,
417,K2302182-9 10#6,,
418,K2302344-9 10#2,,
419,K2302344-7 8#2,,
420,K2302344-13 14#2,,
421,K2302344-11 12#2,,
422,K2302452-11 12#1,,
423,K2302452-5 6#1,,
424,K2302452-9 10#1,,
425,K2302452-3 4#1,,
426,K2302452-7 8#1,,
427,K2302461-9 10#1,,
428,K2302461-11 12#1,,
429,K2302461-7 8#1,,
430,K2302461-3 4#1,,
431,K2302461-13 14#1,,
432,K2302461-5 6#1,,
433,K2302536-5 6#1,,
434,K2302536-1 2#1,,
435,K2302536-7 8#1,,
436,K2302536-3 4#1,,
437,K2302536-11 12#1,,
438,K2302536-13 14#1,,
439,K2302536-9 10#1,,
440,K2302614-21#4,,
441,K2302614-17 18#4,,
442,K2302614-21 #4,,
443,K2302614-19 20#4,,
444,K2302614-15 16#4,,
445,K2302680-7 8#4,,
446,K2302680-15 16#2,,
447,K2302680-9 10#4,,
448,K2302680-11 12#2,,
449,K2302680-17 18#2,,
450,K2302680-13 14#2,,
451,K2302807-5 6#2,,
452,K2302807-9 10#2,,
453,K2302807-7 8#2,,
454,K2302807-3 4#2,,
455,K2302867-5 6#1,,
456,K2302867-3 4#1,,
457,K2302867-1 2#1,,
458,K2302867-7 8#1,,
459,K2302867-9 10#1,,
460,K2302878-9 10#1,,
461,K2302878-7 8#1,,
462,K2302878-11 12#1,,
463,K2302878-13 14#1,,
464,K2303014-17 18#2,,
465,K2303014-13 14#1,,
466,K2303014-11 12#1,,
467,K2303014-15 16#1,,
468,K2303014-19 20#2,,
469,K2303166-9 10#10,,
470,K2303166-13 %HE#10,,
471,K2303166-7 8#10,,
472,K2303166-13 14#10,,
473,K2303259-5 6#10,,
474,K2303259-9 10#10,,
475,K2303259-3 4#10,,
476,K2303259-7 8#10,,
477,K2303259-1 2#10,,
478,K2303264-9 10#10,,
479,K2303264-15 16#10,,
480,K2303264-5 6#10,,
481,K2303264-13 14#10,,
482,K2303264-11 12#10,,
483,K2303270-7 8#10,,
484,K2303270-9 10#10,,
485,K2303270-11 12#10,,
486,K2303517-3 4#7,,
487,K2303517-5 6#7,,
488,K2303517-7 8#7,,
489,K2303517-9 10#7,,
490,K2303776-9 10#4,,
491,K2303776-5 6#4,,
492,K2303800-9 10#5,,
493,K2303800-5 6#5,,
494,K2303800-7 8#5,,
495,K2303851-9 10#4,,
496,K2303851-11 12#4,,
497,K2303976-9 10#4,,
498,K2303977-5 6#4,,
499,K2303977-9 10#4,,
500,K2303977-11 12#4,,
501,K2303977-19 20-HE#4,,
502,K2303977-13 14#4,,
503,K2304078-5 6#9,,
504,K2304124-7 8#7,,
505,K2304406-1 2#15,,
506,K2304406-7 8#14,,
507,K2304406-3 4#15,,
508,K2304406-5 6#14,,
509,K2304406-9 10#15,,
510,K2304814-11 12#1,,
511,K2304814-11 12#6,,
512,K2305121-13 14#7,,
513,K2305121-13 14#2,,
514,K2305177-7 8#2,,
515,K2305177-1 2#7,,
516,K2305177-7 8#11,,
517,K2305177-1 2#2,,
518,K2305177-5 6#2,,
519,K2305177-5 6#11,,
520,K2305177-3 4#11,,
521,S2307564-29 30#6,,
522,S2307564-17 18#6,,
523,S2307564-19 20#6,,
524,S2307564-31 32#6,,
525,S2307564-25 26#6,,
526,S2307564-27 28#6,,
527,S2307564-15 32#6,,
528,S2308524-27 28#4,,
529,S2308524-37 38#4,,
530,S2308524-39 40#4,,
531,S2308524-3 34#4,,
532,S2308524-35 36#4,,
533,S2308524-27 #4,,
534,S2308524-29 30#4,,
535,S2308752-23 24#4,,
536,S2308752-17 18#4,,
537,S2308752-19 20#4,,
538,S2308752-21 22#4,,
539,S2321173-1 2#1,,
